Neuron 1,Neuron 2,Type,Nbr
DB3,PVCL,Rp,3
DB3,PVCL,R,1
DB3,PVCR,Rp,2
DB3,PVCR,R,1
DB3,PVR,R,1
DB3,VD4,S,9
DB3,VD5,S,26
DB3,VD6,S,7
DB4,AVBL,EJ,1
DB4,AVBR,EJ,1
DB4,AVDR,R,1
DB4,DA5,Rp,1
DB4,DB1,EJ,1
DB4,DB3,EJ,1
DB4,DD3,S,3
DB4,DVA,R,1
DB4,NMJ,NMJ,6
DB4,PVCL,Rp,2
DB4,PVCL,R,1
DB4,PVCR,Rp,4
DB4,VB2,EJ,1
DB4,VB4,EJ,1
DB4,VC2,Rp,1
DB4,VD6,S,13
DB5,AVAL,Rp,1
DB5,AVAL,R,1
DB5,AVAR,Rp,1
DB5,AVAR,EJ,2
DB5,AVBL,EJ,1
DB5,AVBR,EJ,1
DB5,DVA,Rp,1
DB5,PVCL,Rp,2
DB5,PVCR,Rp,1
DB6,AVAL,Rp,1
DB6,AVAL,EJ,3
DB6,AVAR,Rp,3
DB6,AVAR,R,2
DB6,AVBL,EJ,2
DB6,AVBR,EJ,1
DB6,DVA,R,2
DB6,PVCL,R,2
DB6,PVCR,R,2
DB7,AVBL,EJ,2
DB7,AVBR,EJ,1
DB7,DVA,Rp,1
DB7,DVA,R,1
DB7,PVCL,Rp,2
DB7,PVCL,R,1
DB7,PVCR,Rp,1
DB7,VA12,Rp,4
DB7,VD13,S,2
DD1,AS2,Rp,1
DD1,AS3,Rp,1
DD1,AVBR,EJ,1
DD1,AVL,R,1
DD1,DA1,Rp,2
DD1,DA1,R,2
DD1,DA2,S,2
DD1,DA2,Rp,1
DD1,DB1,Rp,6
DD1,DB1,R,4
DD1,DD2,EJ,1
DD1,NMJ,NMJ,34
DD1,PVNL,Rp,2
DD1,PVQR,Rp,1
DD1,RID,Rp,2
DD1,RID,R,2
DD1,VA1,Rp,9
DD1,VA2,Rp,13
DD1,VA3,Rp,17
DD1,VA3,R,1
DD1,VB1,Rp,1
DD1,VB2,Rp,17
DD1,VB2,R,3
DD1,VC1,Rp,3
DD1,VC1,R,4
DD1,VC2,Rp,4
DD1,VC2,R,2
DD1,VC3,Rp,1
DD1,VC3,R,1
DD1,VD1,Rp,1
DD1,VD1,EJ,4
DD1,VD2,S,1
DD1,VD2,Rp,1
DD1,VD2,EJ,2
DD2,AS5,Rp,1
DD2,DA3,S,1
DD2,DA3,Rp,1
DD2,DA4,Rp,1
DD2,DB2,Rp,1
DD2,DB2,R,1
DD2,DB3,Rp,4
DD2,DD1,EJ,1
DD2,DD3,EJ,2
DD2,NMJ,NMJ,28
DD2,PVPR,Rp,1
DD2,RID,Rp,2
DD2,RID,R,2
DD2,VA3,Rp,11
DD2,VA4,Rp,21
DD2,VA5,Rp,5
DD2,VB2,Rp,1
DD2,VB3,Rp,31
DD2,VB3,R,6
DD2,VB4,Rp,4
DD2,VB4,R,2
DD2,VC1,Rp,4
DD2,VC1,R,2
DD2,VC2,Rp,4
DD2,VC3,Rp,4
DD2,VD3,S,1
DD2,VD4,S,1
DD2,VD4,EJ,2
DD3,DB3,Rp,10
DD3,DB4,Rp,3
DD3,DD2,EJ,2
DD3,DD4,EJ,1
DD3,NMJ,NMJ,32
DD3,PVNR,R,1
DD3,RID,Rp,3
DD3,VA5,Rp,12
DD3,VA5,R,1
DD3,VA6,Rp,15
DD3,VA6,R,9
DD3,VA7,Rp,3
DD3,VB4,Rp,2
DD3,VB4,R,14
DD3,VB5,Rp,21
DD3,VB5,R,6
DD3,VC1,Rp,4
DD3,VC1,R,2
DD3,VC2,Rp,4
DD3,VC2,R,5
DD3,VC3,Rp,4
DD3,VC3,R,1
DD4,DD3,EJ,1
DD4,VA7,Rp,12
DD4,VA8,Rp,16
DD4,VA8,R,5
DD4,VA9,Rp,3
DD4,VB6,Rp,30
DD4,VB7,Rp,2
DD4,VC3,Rp,10
DD4,VC3,R,2
DD4,VC3,EJ,1
DD4,VD8,Rp,1
DD4,VD8,EJ,1
DD5,NMJ,NMJ,1
DD5,PVDL,Rp,1
DD5,VA9,R,15
DD5,VB8,S,1
DD5,VB8,Rp,7
DD5,VB8,R,23
DD5,VB9,Rp,3
DD5,VB9,R,5
DD5,VD10,R,1
DD5,VD10,EJ,1
DD5,VD9,S,1
DD6,AVL,Rp,2
DD6,DA9,Rp,1
DD6,DVB,Rp,3
DD6,NMJ,NMJ,1
DD6,PDA,Rp,1
DD6,VA11,Rp,10
DD6,VA12,Rp,2
DD6,VB10,Rp,9
DD6,VB11,Rp,6
DD6,VB11,R,1
DVA,AIZL,Sp,3
DVA,AIZL,R,1
DVA,AIZR,Rp,1
DVA,AIZR,R,1
DVA,AQR,Sp,3
DVA,AQR,S,1
DVA,AUAL,Sp,1
DVA,AUAR,Sp,1
DVA,AVAL,Sp,3
DVA,AVAR,Sp,1
DVA,AVBL,Sp,1
DVA,AVBL,EJ,1
DVA,AVBR,EJ,1
DVA,AVEL,Sp,6
DVA,AVEL,S,3
DVA,AVER,Sp,3
DVA,AVER,S,2
DVA,AVKL,R,1
DVA,DB1,EJ,1
DVA,DB2,Sp,1
DVA,DB3,S,2
DVA,DB4,S,1
DVA,DB5,Sp,1
DVA,DB6,S,2
DVA,DB7,Sp,1
DVA,DB7,S,1
DVA,FLPL,Rp,1
DVA,FLPR,Rp,1
DVA,PDEL,Sp,2
DVA,PDEL,S,1
DVA,PDEL,Rp,8
DVA,PDEL,R,16
DVA,PDER,Rp,16
DVA,PDER,R,19
DVA,PHAL,Rp,2
DVA,PHAR,Rp,1
DVA,PHAR,R,1
DVA,PHCL,Rp,2
DVA,PHCL,R,4
DVA,PHCR,Rp,5
DVA,PHCR,R,3
DVA,PLMR,Rp,5
DVA,PVCL,Sp,3
DVA,PVCL,Rp,4
DVA,PVCL,EJ,1
DVA,PVCR,Sp,1
DVA,PVDR,Rp,1
DVA,PVDR,R,2
DVA,PVM,Rp,1
DVA,PVM,R,2
DVA,PVR,Sp,2
DVA,PVR,S,1
DVA,PVR,Rp,1
DVA,PVR,EJ,2
DVA,RIAL,S,1
DVA,RIAR,Sp,1
DVA,RIAR,S,1
DVA,RIMR,Sp,1
DVA,RIR,Sp,3
DVA,RIR,Rp,2
DVA,SAADR,Sp,1
DVA,SAAVL,Sp,1
DVA,SAAVR,Sp,1
DVA,SABD,Sp,1
DVA,SDQR,Rp,3
DVA,SMBDL,Sp,3
DVA,SMBDR,Sp,2
DVA,SMBVL,Sp,3
DVA,SMBVR,Sp,2
DVA,VA12,Sp,1
DVA,VA2,Sp,1
DVA,VB1,Sp,1
DVA,VB1,Rp,1
DVA,VB11,Sp,2
DVB,AS9,EJ,7
DVB,AVL,Sp,3
DVB,AVL,S,2
DVB,AVL,EJ,1
DVB,DA8,Sp,2
DVB,DA8,S,2
DVB,DD6,Sp,3
DVB,DVC,Sp,3
DVB,NMJ,NMJ,1
DVB,NMJ,NMJ,4
DVB,PDA,Sp,1
DVB,PHCL,Sp,1
DVB,PVPL,Sp,1
DVB,PVPL,S,1
DVB,VA9,EJ,1
DVB,VB9,EJ,1
DVC,AIBL,Sp,1
DVC,AIBL,EJ,1
DVC,AIBR,Sp,3
DVC,AIBR,EJ,2
DVC,AVAL,Sp,5
DVC,AVAR,Sp,7
DVC,AVBL,Sp,1
DVC,AVDR,R,1
DVC,AVKL,Sp,2
DVC,AVKR,Sp,1
DVC,AVL,EJ,9
DVC,DVB,Rp,3
DVC,PVPL,EJ,2
DVC,PVPR,Rp,1
DVC,PVPR,R,1
DVC,PVPR,EJ,13
DVC,PVQR,Rp,1
DVC,PVT,Sp,1
DVC,PVT,R,2
DVC,RIBL,Sp,1
DVC,RIBR,Sp,1
DVC,RIGL,Sp,4
DVC,RIGL,S,1
DVC,RIGL,Rp,1
DVC,RIGR,Sp,5
DVC,RMFL,Sp,2
DVC,RMFR,Sp,4
DVC,VA9,EJ,1
DVC,VC1,R,1
DVC,VC2,R,1
DVC,VC3,R,1
DVC,VC5,R,2
DVC,VD1,EJ,5
DVC,VD10,EJ,4
FLPL,ADEL,Sp,2
FLPL,ADEL,Rp,1
FLPL,ADEL,R,1
FLPL,ADER,Sp,2
FLPL,ADER,Rp,1
FLPL,AIBL,Sp,1
FLPL,AIBL,S,1
FLPL,AIBL,Rp,1
FLPL,AIBR,Sp,2
FLPL,AVAL,Sp,10
FLPL,AVAL,S,4
FLPL,AVAL,EJ,1
FLPL,AVAR,Sp,17
FLPL,AVBL,Sp,3
FLPL,AVBL,S,1
FLPL,AVBR,Sp,4
FLPL,AVBR,S,1
FLPL,AVDL,Sp,6
FLPL,AVDL,EJ,1
FLPL,AVDR,Sp,13
FLPL,DVA,Sp,1
FLPL,FLPR,Sp,1
FLPL,FLPR,Rp,2
FLPL,FLPR,EJ,2
FLPL,PVCR,Rp,1
FLPL,RIH,EJ,1
FLPL,SDQL,Rp,1
FLPR,ADAL,Rp,1
FLPR,ADER,Sp,1
FLPR,ADER,S,1
FLPR,ADER,Rp,1
FLPR,AIBR,Sp,1
FLPR,AVAL,Sp,10
FLPR,AVAL,S,2
FLPR,AVAR,Sp,5
FLPR,AVBL,Sp,5
FLPR,AVBR,Sp,1
FLPR,AVDL,Sp,8
FLPR,AVDL,S,2
FLPR,AVDL,EJ,1
FLPR,AVDR,Sp,1
FLPR,AVDR,EJ,1
FLPR,AVEL,Sp,4
FLPR,AVER,Sp,2
FLPR,AVJR,S,1
FLPR,DVA,Sp,1
FLPR,FLPL,Sp,2
FLPR,FLPL,Rp,1
FLPR,FLPL,EJ,2
FLPR,PVCL,Sp,2
FLPR,VB1,Sp,0
FLPR,VB1,S,1
HSNL,AIAL,Sp,1
HSNL,AIAL,R,1
HSNL,AIMR,Rp,1
HSNL,AIYR,Rp,1
HSNL,AIZL,Sp,2
HSNL,AIZR,Sp,1
HSNL,ASHL,Sp,1
HSNL,ASHR,Sp,2
HSNL,ASJL,Rp,1
HSNL,ASJR,S,1
HSNL,ASKL,Sp,1
HSNL,AVDR,Sp,2
HSNL,AVFL,Sp,5
HSNL,AVFL,S,1
HSNL,AVFL,Rp,1
HSNL,AVJL,Sp,1
HSNL,AVJL,S,1
HSNL,AWBL,Sp,1
HSNL,AWBL,S,1
HSNL,AWBR,Sp,2
HSNL,BDUL,Rp,1
HSNL,HSNR,Sp,3
HSNL,HSNR,R,1
HSNL,HSNR,EJ,1
HSNL,NMJ,NMJ,7
HSNL,PLML,R,1
HSNL,PVQL,Rp,2
HSNL,RIFL,Sp,3
HSNL,RIML,Sp,2
HSNL,RIR,Rp,1
HSNL,SABVL,Sp,2
HSNL,VC5,S,3
HSNL,VC5,R,1
HSNR,AIBL,Sp,1
HSNR,AIBR,Sp,1
HSNR,AIMR,Rp,2
HSNR,AIYL,Rp,1
HSNR,AIZL,Sp,1
HSNR,AIZR,Sp,1
HSNR,AS5,S,1
HSNR,ASHL,Sp,2
HSNR,ASHR,Rp,1
HSNR,ASJL,Rp,1
HSNR,ASJR,Rp,1
HSNR,AVBR,R,1
HSNR,AVDR,Sp,1
HSNR,AVFL,Sp,1
HSNR,AVFL,S,1
HSNR,AVFR,R,1
HSNR,AVJL,Sp,1
HSNR,AVJL,R,1
HSNR,AVL,S,1
HSNR,AVL,R,1
HSNR,AWBL,Sp,1
HSNR,BDUR,Sp,1
HSNR,BDUR,Rp,3
HSNR,BDUR,R,1
HSNR,DA5,Sp,1
HSNR,DA6,Sp,1
HSNR,HSNL,S,1
HSNR,HSNL,Rp,3
HSNR,HSNL,EJ,1
HSNR,NMJ,NMJ,5
HSNR,NMJ,NMJ,1
HSNR,PLMR,R,1
HSNR,PVNR,Sp,1
HSNR,PVNR,S,1
HSNR,PVNR,Rp,1
HSNR,PVNR,EJ,1
HSNR,PVQR,Sp,1
HSNR,PVQR,R,1
HSNR,RIFR,Sp,3
HSNR,RIFR,S,1
HSNR,RIFR,Rp,1
HSNR,RMGR,Sp,1
HSNR,SABD,S,1
HSNR,SABVR,Sp,1
HSNR,VA6,Sp,1
HSNR,VC2,Sp,2
HSNR,VC2,S,1
HSNR,VC3,S,1
HSNR,VC3,R,1
HSNR,VD4,S,2
IL1DL,CEPDL,Rp,4
IL1DL,IL1DR,EJ,1
IL1DL,IL1L,R,1
IL1DL,IL1L,EJ,1
IL1DL,IL2DL,Rp,7
IL1DL,NMJ,NMJ,1
IL1DL,NMJ,NMJ,4
IL1DL,OLLL,EJ,1
IL1DL,PVR,S,1
IL1DL,PVR,Rp,1
IL1DL,RIH,Sp,1
IL1DL,RIPL,Sp,2
IL1DL,RMDDR,Sp,1
IL1DL,RMDVL,Sp,4
IL1DL,RMEV,EJ,1
IL1DL,URADL,Rp,2
IL1DL,URYDL,Sp,1
IL1DR,CEPDR,Rp,5
IL1DR,IL1DL,EJ,1
IL1DR,IL1R,R,1
IL1DR,IL1R,EJ,1
IL1DR,IL2DR,Rp,7
IL1DR,NMJ,NMJ,1
IL1DR,NMJ,NMJ,6
IL1DR,OLLR,Rp,2
IL1DR,OLLR,EJ,1
IL1DR,PVR,Rp,1
IL1DR,RIPR,Sp,5
IL1DR,RMDVR,Sp,5
IL1DR,RMEV,EJ,1
IL1DR,URADR,Rp,1
IL1L,ADEL,Rp,1
IL1L,AVER,Sp,2
IL1L,IL1DL,S,1
IL1L,IL1DL,EJ,1
IL1L,IL1VL,Rp,1
IL1L,IL1VL,EJ,1
IL1L,IL2L,Rp,1
IL1L,NMJ,NMJ,1
IL1L,NMJ,NMJ,12
IL1L,RMDDL,Sp,5
IL1L,RMDL,Sp,1
IL1L,RMDR,Sp,3
IL1L,RMDVL,Sp,4
IL1L,RMDVR,Sp,2
IL1L,RMER,Sp,1
IL1L,URBL,Rp,1
IL1R,AVEL,Sp,1
IL1R,AVER,Sp,1
IL1R,CEPDR,Rp,1
IL1R,IL1DR,S,1
IL1R,IL1DR,EJ,1
IL1R,IL1VR,Rp,1
IL1R,IL1VR,EJ,1
IL1R,IL2R,Rp,1
IL1R,NMJ,NMJ,1
IL1R,NMJ,NMJ,12
IL1R,RIAR,Rp,1
IL1R,RMDDL,Sp,3
IL1R,RMDDR,Sp,2
IL1R,RMDL,Sp,3
IL1R,RMDL,S,1
IL1R,RMDR,Sp,2
IL1R,RMDVL,Sp,1
IL1R,RMDVR,Sp,4
IL1R,RMEL,Sp,2
IL1R,RMHL,Sp,1
IL1R,URAVR,Rp,1
IL1R,URBR,Rp,3
IL1R,URXR,Sp,2
IL1VL,CEPVL,Rp,2
IL1VL,IL1L,Sp,1
IL1VL,IL1L,EJ,1
IL1VL,IL1VR,EJ,1
IL1VL,IL2VL,Rp,7
IL1VL,NMJ,NMJ,3
IL1VL,NMJ,NMJ,6
IL1VL,OLLL,Rp,2
IL1VL,OLQVL,Rp,1
IL1VL,OLQVL,R,1
IL1VL,PVR,Rp,1
IL1VL,RIPL,Sp,4
IL1VL,RMDDL,Sp,5
IL1VL,RMED,EJ,1
IL1VL,URYVL,Sp,1
IL1VL,URYVL,Rp,1
IL1VR,CEPVR,Rp,1
IL1VR,CEPVR,R,1
IL1VR,IL1R,Sp,1
IL1VR,IL1R,EJ,1
IL1VR,IL1VL,EJ,1
IL1VR,IL2R,EJ,1
IL1VR,IL2VR,Sp,1
IL1VR,IL2VR,Rp,6
IL1VR,NMJ,NMJ,1
IL1VR,NMJ,NMJ,9
IL1VR,OLLR,Rp,1
IL1VR,OLQVR,Rp,1
IL1VR,PVR,Rp,1
IL1VR,RIPR,Sp,5
IL1VR,RIPR,S,1
IL1VR,RMDDR,Sp,10
IL1VR,RMER,Sp,1
IL1VR,URYVR,Rp,1
IL2DL,AUAL,S,1
IL2DL,IL1DL,Sp,7
IL2DL,OLQDL,Sp,2
IL2DL,RIBL,Sp,1
IL2DL,RIPL,Sp,10
IL2DL,RMEL,Sp,4
IL2DL,RMER,Sp,3
IL2DL,URADL,Sp,2
IL2DL,URADL,S,1
IL2DR,CEPDR,Sp,1
IL2DR,IL1DR,Sp,7
IL2DR,RICR,Sp,1
IL2DR,RIPR,Sp,11
IL2DR,RMED,Sp,1
IL2DR,RMEL,Sp,2
IL2DR,RMER,Sp,2
IL2DR,RMEV,Sp,1
IL2DR,URADR,Sp,3
IL2L,ADEL,Sp,2
IL2L,ADEL,Rp,1
IL2L,ADEL,R,1
IL2L,AVEL,Sp,1
IL2L,IL1L,Sp,1
IL2L,IL2VL,Rp,1
IL2L,OLQDL,Sp,3
IL2L,OLQDL,S,2
IL2L,OLQVL,Sp,6
IL2L,OLQVL,S,2
IL2L,RICL,Sp,1
IL2L,RIH,Sp,7
IL2L,RIH,Rp,2
IL2L,RMDL,Sp,2
IL2L,RMDL,S,1
IL2L,RMDR,Sp,1
IL2L,RMER,Sp,2
IL2L,RMEV,Sp,2
IL2L,RMGL,EJ,1
IL2L,URXL,Sp,2
IL2R,ADER,Sp,1
IL2R,ADER,S,1
IL2R,IL1R,Sp,1
IL2R,IL1VR,EJ,1
IL2R,OLLR,Sp,1
IL2R,OLLR,S,1
IL2R,OLLR,R,1
IL2R,OLQDR,Sp,2
IL2R,OLQVR,Sp,5
IL2R,OLQVR,S,2
IL2R,RIH,Sp,6
IL2R,RIH,Rp,1
IL2R,RMDL,Sp,1
IL2R,RMDL,S,1
IL2R,RMEL,Sp,2
IL2R,RMEV,Sp,1
IL2R,RMGR,EJ,1
IL2R,URBR,S,1
IL2R,URBR,R,1
IL2R,URXR,EJ,1
IL2VL,BAGR,Sp,1
IL2VL,IL1VL,Sp,7
IL2VL,IL2L,Sp,1
IL2VL,OLQVL,Sp,1
IL2VL,OLQVL,Rp,1
IL2VL,RIAL,Sp,1
IL2VL,RIH,Sp,2
IL2VL,RIPL,Sp,11
IL2VL,RMEL,Sp,1
IL2VL,RMEL,S,1
IL2VL,RMER,Sp,4
IL2VL,RMEV,Sp,1
IL2VL,URAVL,Sp,3
IL2VR,CEPVR,Rp,2
IL2VR,IL1VR,Sp,6
IL2VR,IL1VR,Rp,1
IL2VR,OLQVR,Sp,1
IL2VR,OLQVR,S,1
IL2VR,RIAR,Sp,2
IL2VR,RIH,Sp,2
IL2VR,RIH,S,1
IL2VR,RIPR,Sp,14
IL2VR,RIPR,S,1
IL2VR,RMEL,Sp,3
IL2VR,RMER,Sp,2
IL2VR,RMEV,Sp,3
IL2VR,URAVR,Sp,4
IL2VR,URXR,Sp,1
LUAL,AVAL,Sp,5
LUAL,AVAL,Rp,1
LUAL,AVAL,EJ,1
LUAL,AVAR,Sp,5
LUAL,AVAR,S,1
LUAL,AVAR,Rp,1
LUAL,AVDL,Sp,4
LUAL,AVDL,Rp,1
LUAL,AVDR,Sp,2
LUAL,AVDR,Rp,2
LUAL,AVJL,Sp,1
LUAL,PHBL,Sp,1
LUAL,PHCL,Rp,1
LUAL,PLML,EJ,1
LUAL,PVNL,Sp,1
LUAL,PVR,EJ,1
LUAL,PVWL,Sp,1
LUAL,VA12,Rp,2
LUAR,AVAL,Sp,3
LUAR,AVAR,Sp,7
LUAR,AVAR,Rp,3
LUAR,AVDL,Sp,1
LUAR,AVDR,Sp,3
LUAR,AVJR,Sp,1
LUAR,PHCR,Rp,1
LUAR,PLMR,EJ,1
LUAR,PQR,Sp,1
LUAR,PQR,Rp,1
LUAR,PVCR,Sp,3
LUAR,PVCR,Rp,1
LUAR,PVR,S,1
LUAR,PVR,EJ,1
LUAR,PVWL,Sp,1
OLLL,ADEL,Rp,1
OLLL,ADEL,R,1
OLLL,AVER,Sp,18
OLLL,AVER,S,3
OLLL,CEPDL,Sp,3
OLLL,CEPDL,Rp,2
OLLL,CEPVL,Sp,4
OLLL,CEPVL,Rp,4
OLLL,IL1DL,EJ,1
OLLL,IL1VL,Sp,2
OLLL,OLLR,EJ,2
OLLL,RIBL,Sp,8
OLLL,RIGL,EJ,1
OLLL,RMDDL,Sp,7
OLLL,RMDL,S,2
OLLL,RMDVL,Sp,1
OLLL,RMEL,Sp,2
OLLL,SAADR,R,1
OLLL,SMDDL,Sp,1
OLLL,SMDDL,S,2
OLLL,SMDDR,Sp,1
OLLL,SMDDR,S,3
OLLL,SMDVR,S,4
OLLL,URYDL,Sp,1
OLLR,ADER,Rp,2
OLLR,ADLR,Rp,1
OLLR,AVEL,Sp,15
OLLR,AVEL,S,1
OLLR,CEPDR,Sp,1
OLLR,CEPDR,S,1
OLLR,CEPDR,Rp,7
OLLR,CEPDR,R,1
OLLR,CEPVR,Sp,6
OLLR,CEPVR,Rp,6
OLLR,CEPVR,R,1
OLLR,IL1DR,Sp,2
OLLR,IL1DR,EJ,1
OLLR,IL1VR,Sp,1
OLLR,IL2R,S,1
OLLR,IL2R,Rp,1
OLLR,IL2R,R,1
OLLR,OLLL,EJ,2
OLLR,RIBR,Sp,8
OLLR,RIBR,S,2
OLLR,RIGR,EJ,1
OLLR,RIS,Rp,1
OLLR,RMDDR,Sp,10
OLLR,RMDL,S,3
OLLR,RMDL,Rp,2
OLLR,RMDVR,Sp,3
OLLR,RMER,Sp,2
OLLR,SAAVL,Rp,1
OLLR,SMDDR,S,1
OLLR,SMDVL,S,4
OLLR,SMDVR,S,3
OLLR,VC5,R,1
OLQDL,CEPDL,Rp,6
OLQDL,CEPDL,EJ,1
OLQDL,IL2DL,Rp,2
OLQDL,IL2L,Rp,3
OLQDL,IL2L,R,2
OLQDL,RIBL,EJ,2
OLQDL,RICR,S,1
OLQDL,RIGL,EJ,1
OLQDL,RIH,Rp,2
OLQDL,RIH,R,2
OLQDL,RIPL,R,1
OLQDL,RIPR,R,1
OLQDL,RMDDR,Sp,3
OLQDL,RMDDR,S,1
OLQDL,RMDVL,EJ,1
OLQDL,SIBVL,Sp,3
OLQDL,URBL,EJ,1
OLQDR,AIMR,Rp,1
OLQDR,CEPDR,Rp,5
OLQDR,CEPDR,EJ,2
OLQDR,IL2R,Rp,2
OLQDR,RIBR,EJ,2
OLQDR,RICL,S,1
OLQDR,RICR,Sp,1
OLQDR,RIGR,EJ,1
OLQDR,RIH,Rp,2
OLQDR,RIH,EJ,1
OLQDR,RIPL,R,1
OLQDR,RIPR,R,1
OLQDR,RMDDL,Sp,2
OLQDR,RMDDL,S,1
OLQDR,RMDVR,EJ,1
OLQDR,RMHR,Sp,1
OLQDR,SIBVR,Sp,2
OLQDR,URBR,EJ,1
OLQVL,ADFL,Rp,1
OLQVL,ADLL,Rp,1
OLQVL,ADLL,EJ,1
OLQVL,CEPVL,Rp,6
OLQVL,CEPVL,EJ,1
OLQVL,IL1VL,Sp,1
OLQVL,IL1VL,S,1
OLQVL,IL2L,Rp,6
OLQVL,IL2L,R,2
OLQVL,IL2VL,Sp,1
OLQVL,IL2VL,Rp,1
OLQVL,RIBL,EJ,1
OLQVL,RICL,S,1
OLQVL,RIGL,EJ,1
OLQVL,RIH,Sp,1
OLQVL,RIH,Rp,1
OLQVL,RIPL,Sp,1
OLQVL,RMDDL,EJ,1
OLQVL,RMDVR,Sp,3
OLQVL,RMDVR,S,1
OLQVL,SIBDL,Sp,3
OLQVL,URBL,EJ,1
OLQVR,CEPVR,Rp,3
OLQVR,CEPVR,EJ,1
OLQVR,IL1VR,Sp,1
OLQVR,IL2R,Rp,5
OLQVR,IL2R,R,2
OLQVR,IL2VR,Rp,1
OLQVR,IL2VR,R,1
OLQVR,RIBR,EJ,1
OLQVR,RICR,S,1
OLQVR,RIGR,EJ,1
OLQVR,RIH,Sp,2
OLQVR,RIH,Rp,6
OLQVR,RIPR,Sp,2
OLQVR,RMDDR,EJ,1
OLQVR,RMDVL,Sp,4
OLQVR,RMER,Sp,1
OLQVR,SIBDR,Sp,4
OLQVR,URBR,EJ,1
OLQVR,URXR,Rp,1
PDA,AS11,Sp,1
PDA,AS11,R,1
PDA,DA9,Sp,1
PDA,DA9,EJ,1
PDA,DD6,Sp,1
PDA,DVB,Rp,1
PDA,NMJ,NMJ,2
PDA,PVNR,Sp,1
PDA,VD13,Sp,3
PDB,AS11,R,1
PDB,AS11,EJ,2
PDB,NMJ,NMJ,2
PDB,RID,EJ,2
PDB,VD13,Sp,2
PDB,VD13,S,2
PDEL,AVAR,Rp,1
PDEL,AVKL,Sp,5
PDEL,AVKL,S,1
PDEL,AVKL,Rp,1
PDEL,AVKL,R,2
PDEL,DVA,Sp,8
PDEL,DVA,S,16
PDEL,DVA,Rp,2
PDEL,DVA,R,1
PDEL,PDER,Sp,1
PDEL,PDER,EJ,3
PDEL,PLMR,Rp,2
PDEL,PVCR,Rp,1
PDEL,PVCR,EJ,1
PDEL,PVM,Sp,2
PDEL,PVM,Rp,6
PDEL,PVM,R,1
PDEL,PVM,EJ,1
PDEL,PVR,Sp,2
PDEL,PVR,Rp,1
PDEL,VA9,S,1
PDEL,VD11,S,1
PDER,AVAR,Rp,1
PDER,AVFL,Rp,1
PDER,AVKL,Sp,16
PDER,AVKL,Rp,1
PDER,DVA,Sp,16
PDER,DVA,S,19
PDER,PDEL,Rp,1
PDER,PDEL,EJ,3
PDER,PLMR,Rp,3
PDER,PVCL,S,1
PDER,PVCR,S,1
PDER,PVM,Rp,6
PDER,PVM,R,2
PDER,PVM,EJ,1
PDER,PVR,Rp,1
PDER,VA8,EJ,1
PDER,VD9,EJ,1
PHAL,AVDR,Sp,1
PHAL,AVFL,Sp,3
PHAL,AVG,Sp,4
PHAL,AVG,S,1
PHAL,AVG,Rp,2
PHAL,AVHL,Sp,1
PHAL,AVHR,Sp,1
PHAL,DVA,Sp,2
PHAL,PHAR,Sp,5
PHAL,PHAR,Rp,5
PHAL,PHAR,R,1
PHAL,PHAR,EJ,2
PHAL,PHBL,Sp,5
PHAL,PHBR,Sp,5
PHAL,PVQL,Sp,2
PHAR,AVG,Sp,2
PHAR,AVG,S,1
PHAR,AVHR,Sp,1
PHAR,DA8,Sp,1
PHAR,DVA,Sp,1
PHAR,DVA,S,1
PHAR,PHAL,Sp,5
PHAR,PHAL,S,1
PHAR,PHAL,Rp,5
PHAR,PHAL,EJ,2
PHAR,PHBL,Sp,1
PHAR,PHBR,Sp,5
PHAR,PVPL,EJ,3
PHAR,PVQL,Sp,2
PHBL,AVAL,Sp,9
PHBL,AVAR,Sp,6
PHBL,AVDL,Sp,1
PHBL,LUAL,Rp,1
PHBL,PHAL,Rp,5
PHBL,PHAR,Rp,1
PHBL,PHBR,Sp,1
PHBL,PHBR,Rp,1
PHBL,PHBR,EJ,3
PHBL,PVCL,Sp,13
PHBL,VA12,Sp,1
PHBR,AVAL,Sp,7
PHBR,AVAR,Sp,7
PHBR,AVDL,Sp,1
PHBR,AVDR,Sp,1
PHBR,AVFL,Sp,1
PHBR,AVHL,EJ,1
PHBR,DA8,Sp,1
PHBR,PHAL,Rp,5
PHBR,PHAR,Rp,5
PHBR,PHBL,Sp,1
PHBR,PHBL,Rp,1
PHBR,PHBL,EJ,3
PHBR,PVCL,Sp,6
PHBR,PVCR,Sp,3
PHBR,VA12,Sp,2
PHCL,AVAL,Sp,1
PHCL,DA9,Sp,7
PHCL,DA9,EJ,1
PHCL,DVA,Sp,2
PHCL,DVA,S,4
PHCL,DVB,Rp,1
PHCL,LUAL,Sp,1
PHCL,PHCR,Rp,1
PHCL,PHCR,EJ,1
PHCL,PLML,EJ,1
PHCL,PVCL,Sp,2
PHCL,VA12,Sp,2
PHCL,VA12,EJ,1
PHCR,AVHR,Sp,1
PHCR,DA9,Sp,2
PHCR,DVA,Sp,5
PHCR,DVA,S,3
PHCR,LUAR,Sp,1
PHCR,PHCL,Sp,1
PHCR,PHCL,EJ,1
PHCR,PVCR,Sp,8
PHCR,PVCR,EJ,1
PHCR,VA12,Sp,1
PHCR,VA12,EJ,1
PLML,HSNL,S,1
PLML,LUAL,EJ,1
PLML,PHCL,EJ,1
PLML,PVCL,EJ,1
PLMR,AS6,Sp,1
